Position,Counts
64,1
65,19
66,21
67,22
68,24
69,24
70,25
71,26
72,26
73,26
74,28
75,33
76,35
77,1090
78,1286
79,8360
80,9137
81,9150
82,9152
83,9152
84,9162
85,9255
86,11373
87,11426
88,11861
89,11863
90,11864
91,11864
92,11864
93,11864
94,11864
95,11864
96,11864
97,11864
98,11864
99,11864
100,11864
101,11864
102,11864
103,11864
104,11864
105,11864
106,11864
107,11864
108,11864
109,11864
110,11864
111,11864
112,11864
113,11864
114,11864
115,11864
116,11864
117,11864
118,11864
119,11864
120,11864
121,11864
122,11864
123,11864
124,11864
125,11864
126,11864
127,11864
128,11864
129,11864
130,11864
131,11864
132,11864
133,11864
134,11864
135,11864
136,11864
137,11864
138,11864
139,11864
140,11864
141,11864
142,11864
143,11864
144,11864
145,11864
146,11864
147,11864
148,11864
149,11864
150,11864
151,11864
152,11864
153,11864
154,11864
155,11864
156,11864
157,11864
158,11864
159,11864
160,11864
161,11864
162,11864
163,11864
164,11864
165,11863
166,11845
167,11843
168,11842
169,11840
170,11840
171,11839
172,11838
173,11838
174,11838
175,11836
176,11831
177,11829
178,10774
179,10578
180,3504
181,2727
182,2714
183,2712
184,2712
185,2702
186,2609
187,491
188,438
189,3
190,1
242,1
243,1
244,1
245,1
246,1
247,1
248,2
249,3
250,3
251,3
252,3
253,3
254,3
255,3
256,3
257,3
258,3
259,12
260,16
261,19
262,19
263,19
264,19
265,20
266,20
267,20
268,20
269,20
270,23
271,62
272,66
273,125
274,128
275,129
276,131
277,142
278,142
279,142
280,142
281,142
282,145
283,175
284,179
285,180
286,183
287,187
288,250
289,252
290,258
291,258
292,258
293,258
294,259
295,315
296,319
297,384
298,392
299,394
300,394
301,394
302,395
303,395
304,395
305,395
306,395
307,395
308,395
309,395
310,395
311,395
312,397
313,398
314,405
315,406
316,410
317,411
318,431
319,442
320,446
321,447
322,449
323,450
324,453
325,457
326,462
327,463
328,464
329,464
330,467
331,468
332,468
333,468
334,468
335,468
336,468
337,469
338,470
339,470
340,472
341,472
342,472
343,471
344,471
345,471
346,471
347,471
348,471
349,470
350,469
351,469
352,470
353,470
354,470
355,470
356,470
357,471
358,471
359,471
360,462
361,458
362,455
363,455
364,459
365,459
366,463
367,463
368,463
369,463
370,463
371,460
372,421
373,417
374,358
375,355
376,354
377,352
378,341
379,341
380,341
381,341
382,341
383,338
384,308
385,304
386,303
387,300
388,296
389,233
390,231
391,225
392,225
393,225
394,225
395,252
396,198
397,227
398,163
399,155
400,153
401,153
402,153
403,152
404,152
405,162
406,163
407,163
408,163
409,164
410,165
411,165
412,171
413,173
414,194
415,188
416,193
417,189
418,188
419,168
420,159
421,155
422,155
423,155
424,156
425,194
426,194
427,189
428,189
429,192
430,192
431,189
432,188
433,188
434,189
435,189
436,477
437,482
438,482
439,484
440,489
441,487
442,487
443,487
444,488
445,488
446,488
447,488
448,488
449,488
450,488
451,488
452,488
453,487
454,487
455,487
456,487
457,487
458,486
459,486
460,486
461,486
462,487
463,487
464,487
465,485
466,485
467,480
468,480
469,481
470,481
471,481
472,481
473,481
474,481
475,481
476,481
477,481
478,481
479,481
480,481
481,481
482,481
483,481
484,481
485,481
486,481
487,481
488,481
489,481
490,481
491,481
492,481
493,481
494,481
495,481
496,453
497,451
498,418
499,417
500,417
501,417
502,417
503,417
504,417
505,417
506,407
507,406
508,406
509,406
510,405
511,404
512,404
513,398
514,394
515,372
516,371
517,365
518,365
519,365
520,365
521,363
522,363
523,362
524,360
525,358
526,317
527,313
528,313
529,312
530,308
531,308
532,308
533,308
534,308
535,307
536,307
537,19
538,14
539,13
540,10
541,5
542,5
543,5
544,5
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,4
554,4
555,4
556,4
557,4
558,4
559,4
560,4
561,4
562,4
563,3
564,3
565,3
566,1
567,1
568,1
569,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,2
848,2
849,2
850,2
851,2
852,2
853,2
854,2
855,2
856,2
857,2
858,2
859,2
860,2
861,2
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,2
873,2
874,2
875,2
876,2
877,2
878,2
879,2
880,2
881,2
882,2
883,2
884,2
885,2
886,2
887,2
888,2
889,2
890,2
891,2
892,2
893,2
894,2
895,2
896,2
897,2
898,2
899,2
900,2
901,2
902,2
903,2
904,2
905,2
906,2
907,2
908,2
909,1
910,1
911,1
912,1
913,1
914,1
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,1
929,2
930,2
931,2
932,2
933,2
934,2
935,2
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,2
945,2
946,2
947,2
948,1
949,1
950,1
951,1
952,1
953,1
954,2
955,2
956,2
957,2
958,2
959,2
960,2
961,2
962,2
963,2
964,2
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,3
984,3
985,3
986,3
987,3
988,3
989,3
990,3
991,3
992,3
993,3
994,3
995,3
996,3
997,3
998,3
999,3
1000,3
1001,3
1002,3
1003,3
1004,3
1005,3
1006,3
1007,3
1008,3
1009,3
1010,3
1011,3
1012,3
1013,3
1014,3
1015,3
1016,3
1017,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,3
1024,3
1025,3
1026,3
1027,3
1028,3
1029,3
1030,2
1031,2
1032,2
1033,2
1034,2
1035,2
1036,2
1037,2
1038,2
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,2
1046,2
1047,2
1048,2
1049,2
1050,2
1051,2
1052,2
1053,2
1054,2
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,2
1063,2
1064,2
1065,2
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,3
1113,3
1114,3
1115,3
1116,3
1117,3
1118,3
1119,3
1120,3
1121,4
1122,4
1123,8
1124,8
1125,8
1126,8
1127,8
1128,8
1129,8
1130,8
1131,8
1132,8
1133,8
1134,8
1135,8
1136,8
1137,8
1138,8
1139,8
1140,8
1141,8
1142,8
1143,8
1144,8
1145,8
1146,8
1147,8
1148,8
1149,8
1150,8
1151,8
1152,8
1153,8
1154,8
1155,8
1156,8
